ID,lexeme,phonetic,interlinearization,morphology,dialects,notes,linguistic_history,source,soundSource,soundFile,speakerName,speakerHometown,speakerAge,speakerGender,en_gloss,hi_gloss,semanticDomain,semanticDomain.2,partOfSpeech,partOfSpeech fullname,vernacular_exampleSentence,en_exampleSentence,hi_exampleSentence,semanticDomain.3,photoFile,photoSource,pluralForm
EXDN3qfNAuYgg5O1uQDr,खालटो,,,,Bushahri,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FEXDN3qfNAuYgg5O1uQDr_1653122900471.wav?alt=media,EXDN3qfNAuYgg5O1uQDr_Bag_made_out_of_goat_skin_which_was_used_for_storing_grains_in_olden_times.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Bag made out of goat skin which was used for storing grains in olden times,बकरी की खाल से बना थैला जो पुराने समय में अनाज के भंडारण के लिए इस्तेमाल किया जाता था,Agriculture,"Art, crafts and textiles",n,noun,,,,,,,
ElzRGcOT2qlN9k1ev1Gd,घणीता,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FElzRGcOT2qlN9k1ev1Gd_1653124381015.wav?alt=media,ElzRGcOT2qlN9k1ev1Gd_The_person_who_gets_possessed_by_the_deity.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,The person who gets possessed by the deity,वह व्यक्ति जो देवता के वश में हो जाता है,"Humans, Social Relations and Organization",Spirituality and Religion,n,noun,,,,,,,
Ermp9wxZzaGwxo2QXeD4,खोटो,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FErmp9wxZzaGwxo2QXeD4_1653123202951.wav?alt=media,Ermp9wxZzaGwxo2QXeD4_Lie.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Lie,झूट,Language and Communication,,v,verb,पप्पू रा छोटा बेगी खोटो लाओ।,Pappu's son tells lies a lot.,,,,,
EujyJOBOhMOGxtaECOOD,नथेआ,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FEujyJOBOhMOGxtaECOOD_1653296199144.wav?alt=media,EujyJOBOhMOGxtaECOOD_Clumsy.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Clumsy,अनाड़ी,States and Characteristics,,adj,adjective,"काम शिख, बेगे नथेआ ए तू।","Learn work, you are very clumsy.",,,,,
F4Pz8yHgYcTbjX3ueceK,होकड़ो,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FF4Pz8yHgYcTbjX3ueceK_1653313025126.wav?alt=media,F4Pz8yHgYcTbjX3ueceK_Little.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Little,थोड़ा,Quantities and Quantifiers,,adj,adjective,होकड़ो ज़ेयो चिष आण।,Bring a little water.,,,,,
FCh9UrAbzQnXjTVgT4Ow,आणह,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFCh9UrAbzQnXjTVgT4Ow_1653120662502.wav?alt=media,FCh9UrAbzQnXjTVgT4Ow_bring.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,bring,लाओ,Physical Actions,,v,verb,दूध आणह।,Bring milk.,दूध लाओ।,,,,
FCrcM5g8bLPggu344xEd,सौरदा,,,,Chuhara,,,,,,,,,,Crawl,घुटनों के बल चलना,Physical Actions,Motion,,,तेरे मूंडा माथे का सौरदैं लागौंदो,What is it crawling on your head?,,,,,
FCtRw8L1HG3jGGqamsE4,रिहयू,,,,,,,,,,,,,,to miss someone,किसी को याद करने के लिए,Emotions,Mental actions,n,noun,मुं लागो सितु रो रिहयु,I'm missing Seetu.,मुझे सीतू की याद आ रही है।,,,,
FGUODVRmMgnfPRbEqqQ2,घिंड़,,,,Shimla Saraji,,,,,,,,,,smear (usually with something dirty),पोतना (आमतौर पर कुछ गंदे के साथ),Physical Actions,Cleanliness and hygiene,v,verb,गारे घिंड़ गोए झुड़के तौएं,You have smeared your clothes with mud,,,,,
FKQiZ3eoaa3EOLnoFjwu,हौच,,,,Chuhara,,,,,,,,,,lost,लुप्त,Location and Directions,States and Characteristics,adj,adjective,मेरो बाकटू हौचीगो,My kid(goat) got lost.,,,,,
FLkIFcvaZTRBlhNf1TtB,मेकणा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFLkIFcvaZTRBlhNf1TtB_1653311379200.wav?alt=media,FLkIFcvaZTRBlhNf1TtB_act_of_twisting.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,act of twisting,घुमाने की क्रिया,Physical Actions,,v,verb,,,,,,,
FP2hGQj8nnOOUJAnbptg,धाचणा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFP2hGQj8nnOOUJAnbptg_1653295978114.wav?alt=media,FP2hGQj8nnOOUJAnbptg_the_act_of_raising_children.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,the act of raising children,बच्चों को पालने का कार्य,Life stages and rites of passage,Kinship and relationships,v,verb,,,,,,,
FWMYJHNYXKMIyfHi5ni8,बोकी,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFWMYJHNYXKMIyfHi5ni8_1653309449469.wav?alt=media,FWMYJHNYXKMIyfHi5ni8_1_phallus_of_a_goat_2_extremely_stupid_person.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,1. phallus of a goat; 2. extremely stupid person,1. बकरे का लिंग; 2. अत्यंत मूर्ख व्यक्ति,Body parts,,n,noun,बोकी नोरी बातो कोरे तू।,You talk like a dimwit.,,,,,
Fcsn6ue5RquAjRBGXEsm,छोश,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFcsn6ue5RquAjRBGXEsm_1653125285965.wav?alt=media,Fcsn6ue5RquAjRBGXEsm_Massage.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Massage,मल,Physical Actions,,v,verb,,,,,,,
Fj2yk1L9F9Sq3bqnyJrt,मिटणो,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFj2yk1L9F9Sq3bqnyJrt_1653311114909.wav?alt=media,Fj2yk1L9F9Sq3bqnyJrt_invocation_of_deity_in_his_Oracles_body.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,invocation of deity in his Oracle's body,अपने प्रवक्ता के शरीर में देवता का आह्वान,Spirituality and Religion,Interjections,v,verb,,,,,,,
FkLCTA6SpVHL3TV5Om1o,मौऊल,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFkLCTA6SpVHL3TV5Om1o_1653311499659.wav?alt=media,FkLCTA6SpVHL3TV5Om1o_Palace.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Palace,महल,Construction,,n,noun,राणी ओ मौऊलो दी लुकी दो।,The queen is hiding in the palace.,,,,,
FphmXZWIOdgWhJWYtJh2,माश,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFphmXZWIOdgWhJWYtJh2_1653311034013.wav?alt=media,FphmXZWIOdgWhJWYtJh2_Massage.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Massage,मल,,,v,verb,,,,,,,
Frpwc7QGA5nWIcENbl8Q,शिग्रि,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFrpwc7QGA5nWIcENbl8Q_1653312242332.wav?alt=media,Frpwc7QGA5nWIcENbl8Q_Quickly.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Quickly,जल्दी,States and Characteristics,,adv,adverb,,,,,,,
Fs36bjD8CxavI50b4H41,प्राओणी-प्राओणी,,,,Shadochi,,,,,,,,,,Quickly,जल्दी-जल्दी,States and Characteristics,,,,,,,,,,
FsNoM4yLlHk92Bnq1isy,कुकड़ी,,,,"Shimla Saraji, Bishshau",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFsNoM4yLlHk92Bnq1isy_1653122057969.wav?alt=media,FsNoM4yLlHk92Bnq1isy_Maize_corn.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Maize (corn),मक्का,"Plants, trees and other vegetation","Food, cooking and foodways",n,noun,,,,,,,
FymHVO5vZMydqFPjtPPj,सनाई,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FFymHVO5vZMydqFPjtPPj_1653312391567.wav?alt=media,FymHVO5vZMydqFPjtPPj_Shehnai_an_Indian_woodwind_instrument.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Shehnai (an Indian woodwind instrument),शहनाई,Music and Entertainment,,n,noun,बेगी मीठी ओ सनाई री धुन।,The tune of Shehnai is very sweet.,,,,,
G3VQkb0MP6ktF2P4y0hD,घॉडिणा,,,,Shimla Saraji (Theog),,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FG3VQkb0MP6ktF2P4y0hD_1653124644165.wav?alt=media,G3VQkb0MP6ktF2P4y0hD_to_fight.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,to fight,लड़ाई करना,Physical Actions,Physical Impact,v,verb,,,,,,,
GEJPLNa5vlDSLDYQv9Sa,चिश,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2FGEJPLNa5vlDSLDYQv9Sa_1624191041336.wav?alt=media,GEJPLNa5vlDSLDYQv9Sa_Water.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Water,पानी,"Water, bodies of water and the water cycle",,ni,inanimate noun,मूं चीश दे।,Give me water.,मुझे पानी दो।,,,,
GHUC8VCRKw5jALv5wHa5,पचीगडे,,,,"Bushahri, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGHUC8VCRKw5jALv5wHa5_1653296627931.wav?alt=media,GHUC8VCRKw5jALv5wHa5_Delicacy_made_from_Taro_leaves.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Delicacy made from  Taro leaves,अरबी के पत्तों से बना व्यंजन,"Plants, trees and other vegetation","Food, cooking and foodways",n,noun,,,,,,,
GJlkMxbL4UzzZ0ShC8Q6,बली,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGJlkMxbL4UzzZ0ShC8Q6_1653297265743.wav?alt=media,GJlkMxbL4UzzZ0ShC8Q6_interjection.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,interjection,विस्मयादिबोधक,Interjections,,int,interjection,,,,,,,
GOyaIGIwqcR0zGzYt5z9,चाक,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGOyaIGIwqcR0zGzYt5z9_1653124742185.wav?alt=media,GOyaIGIwqcR0zGzYt5z9_Chew.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Chew,चबा,Physical Actions,Body functions,v,verb,,,,"Food, cooking and foodways",,,
GZv0vLDHRq9XrQikwiJR,एज़ो,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGZv0vLDHRq9XrQikwiJR_1653121133463.wav?alt=media,GZv0vLDHRq9XrQikwiJR_this.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,this,यह,Pro-forms,,pro,pronoun,एज़ो का ओ?,What is this?,,,,,
Ggv5ZCHdiHfmhndgKfnU,बैठ,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGgv5ZCHdiHfmhndgKfnU_1653309379801.wav?alt=media,Ggv5ZCHdiHfmhndgKfnU_Labour_work_for_which_a_piece_of_land_was_given_in_return_for_cultivation_temporarily.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Labour work for which a piece of land was given in return for cultivation temporarily,श्रम कार्य जिसके बदले में खेती के लिए भूमि का एक टुकड़ा दिया जाता था,Work and occupations,Agriculture,,,,,,,,,
GhHaZ0fV0PT9IomJrqDd,खाखू,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2FGhHaZ0fV0PT9IomJrqDd_1624192018958.wav?alt=media,GhHaZ0fV0PT9IomJrqDd_Cheeks.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Cheeks,गाल,Body parts,,n,noun,,,,,,,
Gk1oAtEo96wstdJ8pcGw,कास,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGk1oAtEo96wstdJ8pcGw_1653121990326.wav?alt=media,Gk1oAtEo96wstdJ8pcGw_Whom_Which.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"Whom, Which","किसको, किस",Pro-forms,,pro,pronoun,,,,,,,
Gl8sLBcTwG8Gxyqwtm9P,फड़ाक,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FGl8sLBcTwG8Gxyqwtm9P_1653297069676.wav?alt=media,Gl8sLBcTwG8Gxyqwtm9P_flick.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,flick,झटका,Physical Actions,,v,verb,,,,,,,
Gtw4iAUjvhrHyOArxXy2,बरशो,,,,"Chuhara, Barari",,,,,,,,,,Years,वर्षों,Time,,,,,,,,,,
GvGVr0LCJBUBacoTJlbS,ठीसकरी,,,,Shimla Saraji,,,,,,,,,,a woman who likes to dress up and adorn herself,एक महिला जो सजना-संवरना और खुद को सजाना पसंद करती है,"Humans, Social Relations and Organization",Clothing and adornment,adj,adjective,मेरिये तू बेगी ठीसकरी जाणी।,"My dear, you seem like someone who likes to dress up a lot.",,,,,
GzMGJW1ggyXchFaMS1bv,शाओणा,,,,Shimla Saraji,,,,,,,,,,Having dusky complexion,सांवला रंग होना,States and Characteristics,Colors,adj,adjective,ठाणे रे पुलसिये शाओणे गोरे,The policemen of station are fair and dusky.,थाने के पुलिसकर्मी गोरे और सांवले हैं,,,,
H79o9Uk9Aot25tttqolO,बाउड़,,,,Barari,,,,,,,,,,Wooden floor,लकड़ी के फर्श,Household,,n,noun,तोएं बाउड़ नई लींबे ?,Haven't you mopped the floor?,क्या तुमने फर्श नहीं पोंछा?,,,,
H7ekyk6CTIdMgYj9MOf9,केछे,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FH7ekyk6CTIdMgYj9MOf9_1653122198818.wav?alt=media,H7ekyk6CTIdMgYj9MOf9_Where.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Where,किधर,Location and Directions,,adv,adverb,,,,,,,
H8wIn1bSZfm8HF6VV6I8,स्कोड,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FH8wIn1bSZfm8HF6VV6I8_1653312793598.wav?alt=media,H8wIn1bSZfm8HF6VV6I8_Prohibition_to_enter_the_temple_for_sometime_after_birth_of_child_in_ones_family.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Prohibition to enter the temple for sometime after birth of child in one's family,परिवार में बच्चे के जन्म के बाद मंदिर में प्रवेश पर प्रतिबंध,Life stages and rites of passage,Spirituality and Religion,,,,,,,,,
HCvcq4xnikk4NtGmOwwZ,गोरट,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHCvcq4xnikk4NtGmOwwZ_1653124252667.wav?alt=media,HCvcq4xnikk4NtGmOwwZ_Watermill.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Watermill,पनचक्की,Agriculture,Construction,n,noun,,,,"Water, bodies of water and the water cycle",,,
HFKzkThfzVg7HkhGXuX9,शाही,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHFKzkThfzVg7HkhGXuX9_1653312142229.wav?alt=media,HFKzkThfzVg7HkhGXuX9_Hedgehog.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Hedgehog,कांटेदार जंगली चूहा,Animals,,n,noun,शाही दिशा मुं खेचो दा।,I saw a hegdehog in the field.,,,,,
HFt67rc8y9zk3Eco5q5P,आरा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHFt67rc8y9zk3Eco5q5P_1653120850238.wav?alt=media,HFt67rc8y9zk3Eco5q5P_.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,,,Interjections,,int,interjection,आरा तूएँ एज़ो का कियो?,Man what have you done?,अरे तुमने ये क्या किया?,,,,
HHs8FLzXXioIs5MAF60R,बृहडा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHHs8FLzXXioIs5MAF60R_1653309168411.wav?alt=media,HHs8FLzXXioIs5MAF60R_A_person_belonging_to_the_caste_of_goldsmith.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,A person belonging to the caste of goldsmith,सुनार की जाति से संबंधित एक व्यक्ति,"Humans, Social Relations and Organization",,n,noun,बृहडे चाणो स्नागण।,The goldsmith made this gold ornament.,,,,,
HPXa1X5KljPctAqr3WoL,बूई,,,,"Bushahri (Nankhari), Shimla Saraji",,,,,,,,,,Paternal aunt,बूआ,Kinship and relationships,,n,noun,,,,,,,
HSt2lV8qGv6jwXrsAdp3,बीड,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHSt2lV8qGv6jwXrsAdp3_1653309121922.wav?alt=media,HSt2lV8qGv6jwXrsAdp3_Process_of_making_jewellery.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Process of making jewellery,आभूषण बनाने की प्रक्रिया,Physical Actions,"Art, crafts and textiles",v,verb,,,,Clothing and adornment,,,
HUfCsedEIVQ8AubhIQJR,घियु,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHUfCsedEIVQ8AubhIQJR_1653124477366.wav?alt=media,HUfCsedEIVQ8AubhIQJR_Clarified_butter.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Clarified butter,घी,"Food, cooking and foodways",,n,noun,,,,,,,
HZqDm4n2ucQWgC9uRnyn,भौंपुर,,,,"Shadochi, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHZqDm4n2ucQWgC9uRnyn_1653310676637.wav?alt=media,HZqDm4n2ucQWgC9uRnyn_Shoulder.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Shoulder,कंधा,Body parts,,n,noun,,,,,,,
Hc4E0AMsaWV2lvKRMh08,नान्धडा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHc4E0AMsaWV2lvKRMh08_1653296301703.wav?alt=media,Hc4E0AMsaWV2lvKRMh08_Small.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Small,छोटा,Sizes and dimensions,,adj,adjective,,,,,,,
HiTwgcxYGEnubb1L7whB,आलू,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHiTwgcxYGEnubb1L7whB_1653120859046.wav?alt=media,HiTwgcxYGEnubb1L7whB_potato.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,potato,आलू,"Plants, trees and other vegetation",,n,noun,आलू बिक लागे सोस्ते।,Potatos are selling for cheap.,आलू सस्ते बिक रहे है।,,,,
HisJCjVTygRRpqtrCLJE,चोटुओ,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHisJCjVTygRRpqtrCLJE_1653124990817.wav?alt=media,HisJCjVTygRRpqtrCLJE_To_lack_in_quantity.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,To lack in quantity,मात्रा में कमी होना,,,,,,,,,,,
HiyxuI5IsIWolBsXL7Og,लूद,,,,Sharachali,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHiyxuI5IsIWolBsXL7Og_1653311860580.wav?alt=media,HiyxuI5IsIWolBsXL7Og_Vulture.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Vulture,गिद्ध,Birds,,n,noun,,,,,,,
Hl36M5eNIW8UqhY3e0YA,कांईया,,,,"Shimla Saraji, Barari, Bishshau, Shadochi",,,,,,,,,,"a miser, cheapskate","एक कंजूस, कमीना","Humans, Social Relations and Organization",Finance and Business,,,ला एतरौ कांईयौं न बौण ।,"Man, don't be such a cheapskate.",,,,,
HoOqVb3wlxjySGvIMSiC,झिंओ,,,,Shimla Saraji (Theog),,,,,,,,,,towards,की ओर,Location and Directions,,,,आं जुब्बलो झिंओ डे लागा।,I am going towards Jubbal.,,,,,
HqB1hDMSSgMlHeZ1GdkG,दुज्जो,,,,"Shadochi, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHqB1hDMSSgMlHeZ1GdkG_1653131891998.wav?alt=media,HqB1hDMSSgMlHeZ1GdkG_Another.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Another,दूसरा,Quantifiers,,det,determiner,,,,,,,
Hs4hPZMqxSfa4LSqvGBk,पजेरा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHs4hPZMqxSfa4LSqvGBk_1653296637913.wav?alt=media,Hs4hPZMqxSfa4LSqvGBk_Priest.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Priest,पुजारी,Spirituality and Religion,Work and occupations,n,noun,,,,,,,
HtXyYqJjrLyRN6HlNzlU,दाच,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2FHtXyYqJjrLyRN6HlNzlU_1625549699997.wav?alt=media,HtXyYqJjrLyRN6HlNzlU_Wood_cutting_handtool_similar_to_Sickle.wav,Rajneesh Verma,"Theog, Shimla",31-40,,Wood cutting handtool similar to Sickle,दराट,Tools and weapons,,n,noun,,,,,HtXyYqJjrLyRN6HlNzlU_Wood_cutting_handtool_similar_to_Sickle.jpg,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/images%2Fmahasuvi%2FHtXyYqJjrLyRN6HlNzlU_1625549648595.jpg?alt=media,
HwKMOP5OJoIRrGperJYp,चाँड,,,,"Bushahri, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHwKMOP5OJoIRrGperJYp_1653124718634.wav?alt=media,HwKMOP5OJoIRrGperJYp_Attic.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Attic,अटारी,Construction,Household,n,noun,,,,,,,
HxGkisniVp2kuyBVs8Hp,घेसड,,,,Bushahri (Nankhari),,,,,,,,,,humidity,आर्द्रता,"Sky, weather and climate","Water, bodies of water and the water cycle",n,noun,खासो घेसड ना आज,Humidity is too much today,,,,,
HxsyNbBLokrMlnj0V4o9,छुनणौ,,,,Shadochi,,,,,,,,,,shatter,टूटना,Physical Actions,Physical Impact,,,आपणौ मूंड की छुनौ तैं?,Where did you shatter your head?,,,,,
Hz9xO0pSSQK0fyRJTPAo,चर्चरी,,,,Chuhara,,,,,,,,,,spicy,तीखा,Senses and perception,,adj,adjective,एती चर्चरी दाल कैले चाणी भाईया,Why did you make this spicy curry brother?,,,,,
HzGJjIuX4i1X8888aFpY,खेद,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FHzGJjIuX4i1X8888aFpY_1653123174022.wav?alt=media,HzGJjIuX4i1X8888aFpY_Evict_shoo_away.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"Evict, shoo away",बेदखल,Physical Actions,,v,verb,,,,,,,
I2T6usvBVp9YcIO8QW0q,पलाच,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FI2T6usvBVp9YcIO8QW0q_1653296660817.wav?alt=media,I2T6usvBVp9YcIO8QW0q_Blood.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Blood,खून,Body parts,,n,noun,,,,,,,
IBOSAeDhUXimLBoelvfE,झुंगथणा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FIBOSAeDhUXimLBoelvfE_1653130646779.wav?alt=media,IBOSAeDhUXimLBoelvfE_act_of_jerking_violently.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,act of jerking violently,हिंसक रूप से झटकाने का कार्य,Physical Actions,,v,verb,,,,,,,
ICgPcTB9TKV88MN5y60O,पिपड़ी,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FICgPcTB9TKV88MN5y60O_1653296783307.wav?alt=media,ICgPcTB9TKV88MN5y60O_Chilli.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Chilli,मिर्च,"Food, cooking and foodways","Plants, trees and other vegetation",n,noun,,,,,,,
