ID,lexeme,phonetic,interlinearization,morphology,dialects,notes,linguistic_history,source,soundSource,soundFile,speakerName,speakerHometown,speakerAge,speakerGender,en_gloss,hi_gloss,semanticDomain,semanticDomain.2,partOfSpeech,partOfSpeech fullname,vernacular_exampleSentence,en_exampleSentence,hi_exampleSentence,semanticDomain.3,photoFile,photoSource,pluralForm
Entry Id,Lexeme/Word/Phrase,Phonetic (IPA),Interlinearization,Morphology,Dialects,Notes,Linguistic History,Source(s),Audio source,Audio filename,Speaker name,Speaker birthplace,Speaker decade,Speaker gender,English Gloss,हिन्दी Gloss,Semantic domain 1,Semantic domain 2,Part of speech 1 (abbreviation),Part of speech 1,Example sentence in mahasuvi,Example sentence in English,Example sentence in हिन्दी,Semantic domain 3,Image filename,Source of image,Plural form
02MwEJooCSK0KBeQ6vtY,रिष्करा,,,,"Shimla Saraji, Shadochi, Kumharsain, Bishshau",,,,,,,,,,someone who is possessive and distrustful of their partner,अपने साथी पे स्वामित्व जताने वाला व्यक्ति और शंका करने वाला,"Humans, Social Relations and Organization",Emotions,,,,,,,,,
04ZD5AVal1Z7NtYAV0a6,पोगड़णा,,,,"Shimla Saraji, Bishshau",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F04ZD5AVal1Z7NtYAV0a6_1653296962835.wav?alt=media,04ZD5AVal1Z7NtYAV0a6_invocation_of_deity_in_his_Oracles_body.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,invocation of deity in his Oracle's body,अपने प्रवक्ता के शरीर में देवता का आह्वान,Spirituality and Religion,Interjections,v,verb,,,,,,,
04pHUubRD9xt3d7Zpf5I,तैंईं,,,,Shadochi,,,,,,,,,,for (me/someone),के लिए (मैं / कोई),,,conj,conjunction,मेरी तैंईं आऔ सौ,He came for me.,वह मेरे लिए आया था।,,,,
05tuZTnOa2FuTpjfEtjb,मंडा,,,,Chuhara,,,,,,,,,,repeatedly saying the same thing over and over,रट लगाना,Language and Communication,,v,verb,दोती ओरु तेरी मंडा शुणी शुणियौ कान दुखिगौए मेरे,Listening to say the same thing repeatedly since morning has hurt my ears.,,,,,
080S3TaCb8cze7OH98LI,प्रेण,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F080S3TaCb8cze7OH98LI_1653297039015.wav?alt=media,080S3TaCb8cze7OH98LI_Identify.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Identify,पहचानो,Mental actions,,v,verb,,,,,,,
09yRkgcqGnZogtoFBPw1,छनालु,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F09yRkgcqGnZogtoFBPw1_1653125070289.wav?alt=media,09yRkgcqGnZogtoFBPw1_Heart.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Heart,हृदय,Body parts,,n,noun,,,,,,,
0AN6yXGNETjn4U9eRoNH,ओश,,,,"Barari, Chuhara, Rohruri (Spail)",,,,,,,,,,moisture/dew,नमी / ओस,"Water, bodies of water and the water cycle",,,,,,,,,,
0BPJXzA1xzPuQgstVMQK,फीम,,,,,,,,,,,,,,Opium,अफ़ीम,"Plants, trees and other vegetation",,,,,,,,,,
0K2fqtBb3MIbq4IQX5ku,माछरणो,,,,Sharachali,,,,,,,,,,to get agitated,उत्तेजित होना,Emotions,Mental actions,v,verb,केऊ माछरूऐ लागो,Why are you getting agitated?,तुम उत्तेजित क्यों हो रहे हो?,,,,
0NqVeI6ta0juz0wraRVS,खारो,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F0NqVeI6ta0juz0wraRVS_1653122884586.wav?alt=media,0NqVeI6ta0juz0wraRVS_Salt.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Salt,नमक,"Food, cooking and foodways",,n,noun,,,,,,,
0esPyxxpRS2pmFS0Xbi3,मुंजे,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F0esPyxxpRS2pmFS0Xbi3_1653311159654.wav?alt=media,0esPyxxpRS2pmFS0Xbi3_Between.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Between,बीच में,Location and Directions,,prep,preposition,,,,,,,
0hshMQBzf8F1uf7ceQRB,ओथल,,,,Bishshau,,,,,,,,,,anterior portion of a farm,खेत का अग्र भाग,Agriculture,,,,,,,,,,
0nPBlsZENa9jxL9lkNYy,ठोल,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F0nPBlsZENa9jxL9lkNYy_1653131062160.wav?alt=media,0nPBlsZENa9jxL9lkNYy_Search.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Search,ढूंढ,Physical Actions,Location and Directions,v,verb,आपणे बाबे ठोल दा डे।,Go find your father.,,,,,
0rriYgfRwIWW5Lwr1jYC,सुतको,,,,Bishshau,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F0rriYgfRwIWW5Lwr1jYC_1653312553762.wav?alt=media,0rriYgfRwIWW5Lwr1jYC_Prohibition_to_enter_the_temple_for_sometime_after_birth_of_child_in_ones_family.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Prohibition to enter the temple for sometime after birth of child in one's family,परिवार में बच्चे के जन्म के बाद मंदिर में प्रवेश पर प्रतिबंध,Life stages and rites of passage,Spirituality and Religion,,,,,,,,,
0vbXWTpDgghl0ggTgogc,पॉट,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F0vbXWTpDgghl0ggTgogc_1653296884522.wav?alt=media,0vbXWTpDgghl0ggTgogc_Pluck.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Pluck,उखेड़,Physical Actions,,v,verb,,,,,,,
0vzHg5kpt3lDsn3d35kE,माता,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F0vzHg5kpt3lDsn3d35kE_1653310963515.wav?alt=media,0vzHg5kpt3lDsn3d35kE_interjection.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,interjection,विस्मयादिबोधक,Interjections,,int,interjection,,,,,,,
0zufl3aHxaVyDphSFQJI,बान,,,,,,,,,,,,,,Tie,बाँधना,Physical Actions,,v,verb,धागा बान,Tie the thread,धागा बांधें,,,,
11eAOhWs98QVGiz3Uww5,सोरे,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F11eAOhWs98QVGiz3Uww5_1653312741590.wav?alt=media,11eAOhWs98QVGiz3Uww5_related_by_blood_kinsfolk.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"related by blood, kinsfolk",रक्त से संबंधित,States and Characteristics,Kinship and relationships,n pl,plural noun,,,,,,,
147i37R2OVrQTDDay8uf,लीपणा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F147i37R2OVrQTDDay8uf_1653311836447.wav?alt=media,147i37R2OVrQTDDay8uf_To_Apply_paintmud.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,To Apply paint/mud,पोतना,Physical Actions,"Art, crafts and textiles",v,verb,,,,,,,
14LZd6eIOvgv91vZvjZ5,कटराडी,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F14LZd6eIOvgv91vZvjZ5_1653121509662.wav?alt=media,14LZd6eIOvgv91vZvjZ5_Noise.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Noise,शोर,Senses and perception,,n,noun,,,,,,,
18c2HBmibB2bYdBOEJHb,नेंनडो,,,,Bushahri,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F18c2HBmibB2bYdBOEJHb_1653296490288.wav?alt=media,18c2HBmibB2bYdBOEJHb_Bad.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Bad,बुरा,States and Characteristics,,adj,adjective,,,,,,,
1946zNEnnfU074vYm8Hw,कैथा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1946zNEnnfU074vYm8Hw_1653122389652.wav?alt=media,1946zNEnnfU074vYm8Hw_Where.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Where,कहाँ,Location and Directions,,adv,adverb,केथा था डेया दो फ्रेज़ो दो।,Where have you been from the day before yesterday?,,,,,
1D1G6TSgpjHZmY7IqGBA,चोगा,,,,Shimla Saraji,,,,,,,,,,Gown,चोगा,Clothing and adornment,,n,noun,"एज़ा चोगा नी बामदा तानु, एबी रोला तांखी","Taanu won't wear this gown, you keep it for yourself.","तनु यह गाउन नहीं पहनेगी, आप इसे अपने लिए रख लें।",,,,
1EjoYiYQlLvE8OH3PQWm,कनीहन,,,,Shimla Saraji,,,,,,,,,,Lizard,छिपकली,Reptiles and amphibians,,n,noun," दे लाई कनीहने खुली ललकारो, निंदी नी मुशेया बे जिऊँदे रे हारो","Lizard gave an open warning to the mouse, you won't be able to elope with her until I'm alive","छिपकली ने चूहे को खुली चेतावनी दी, जब तक मैं जिंदा हूं, तुम उसके साथ भाग नहीं पाओगे",,,,
1I9yXk4PTjWhno1YnvGT,हेठी,,,,Kumharsain,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1I9yXk4PTjWhno1YnvGT_1653312988337.wav?alt=media,1I9yXk4PTjWhno1YnvGT_Below.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Below,नीचे,Location and Directions,,prep,preposition,,,,,,,
1KmKUvKe0KLgpgyTI7V5,होओ,,,,"Shimla Saraji, Barari",,,,,,,,,,Happened,हुआ,,,v,verb,छोईले दे मोड़ो दो का होओ?,What happened at Chaila turn?,चैला मोड़ पर क्या हुआ?,,,,
1UsjXu1vQCLqa91NHvpp,बासी,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1UsjXu1vQCLqa91NHvpp_1653308990527.wav?alt=media,1UsjXu1vQCLqa91NHvpp_Later.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Later,बाद में,Time,,adj,adjective,,,,,,,
1UyEApBi21Yom7pH8xOR,कोडी,,,,Bishshau,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1UyEApBi21Yom7pH8xOR_1653122424182.wav?alt=media,1UyEApBi21Yom7pH8xOR_Clumsy_.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Clumsy ,अनाड़ी,States and Characteristics,,adj,adjective,,,,,,,
1b6FQ4ovZbOhjOS9Izml,थाली,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1b6FQ4ovZbOhjOS9Izml_1653131816375.wav?alt=media,1b6FQ4ovZbOhjOS9Izml_Below.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Below,नीचे,Location and Directions,,prep,preposition,,,,,,,
1chQ955Rnn64NKhJSGbA,फिम्बा,,,,Shimla Saraji,,,,,,,,,,pus filled pimple,मवाद भरी फुंसी,"Health, well-being and sickness",Cleanliness and hygiene,n,noun,मेरी बाई दे फिम्बे पोड लागे।,My arms are having a break out of pus filled pimples.,,,,,
1eCVM60YquK62npxbWUg,कुवैड़,,,,Bishshau,,,,,,,,,,Fog,कोहरा,"Sky, weather and climate",,n,noun,पोरे टोले शाऊणो री  कुवैड़िये,Get away oh monsoon's fog.,दूर हो जाओ मानसून के कोहरे।,,,,
1l1lzK1og4AXBC52Smhi,खोड़,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1l1lzK1og4AXBC52Smhi_1653123250708.wav?alt=media,1l1lzK1og4AXBC52Smhi_Tired.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Tired,थक,States and Characteristics,Sleep,adj,adjective,,,,,,,
1rYwpTMQ84ntHcBfmveM,खूंगड़ा,,,,Bishshau,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1rYwpTMQ84ntHcBfmveM_1653123058936.wav?alt=media,1rYwpTMQ84ntHcBfmveM_Sick.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Sick,बीमार,States and Characteristics,"Health, well-being and sickness",adj,adjective,,,,,,,
1tGkrtyZzKrEbpHvk9dl,ज़ो,,,,Bishshau,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1tGkrtyZzKrEbpHvk9dl_1653125420200.wav?alt=media,1tGkrtyZzKrEbpHvk9dl_Search.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Search,ढूंढ,Physical Actions,,v,verb,,,,,,,
1zPCf6UR2te6kPtWuECf,मिश,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F1zPCf6UR2te6kPtWuECf_1653311121826.wav?alt=media,1zPCf6UR2te6kPtWuECf_Jealousy.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Jealousy,ईर्ष्या द्वेष,Emotions,,n,noun,,,,,,,
2BGxomInvheMSpG0AF9X,खेदणा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2BGxomInvheMSpG0AF9X_1653123185364.wav?alt=media,2BGxomInvheMSpG0AF9X_To_evict_to_shoo_away.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"To evict, to shoo away",बेदखल करना,Physical Actions,,v,verb,,,,,,,
2CkXHyTroiUoS76gRhhJ,जाणेक्,,,,Shimla Saraji,,,,,,,,,,Pregnancy,गर्भावस्था,Life stages and rites of passage,,n,noun,रामु री छेवड़ी रे जाणेक् ओ?,Is Ramu's wife pregnant?,क्या रामू की पत्नी गर्भवती है?,,,,
2DRqo0o1elpswGJ58muo,डांड,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2DRqo0o1elpswGJ58muo_1653131233877.wav?alt=media,2DRqo0o1elpswGJ58muo_Fine_punishment.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"Fine, punishment",दंड,Government and Law,,n,noun,राजे खे जाई डांड देणो।,Fine has to be paid to the king.,,,,,
2DvqdmuoZTqomxfOb2Gv,शाऊणा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2DvqdmuoZTqomxfOb2Gv_1653312069599.wav?alt=media,2DvqdmuoZTqomxfOb2Gv_Wheatish.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Wheatish,गेंहुआ,Colors,States and Characteristics,adj,adjective,रोंगो रा तो आं बी शाऊणा ऊँ।,My skin tone is also wheatish.,,,,,
2HoncfgJwpTF8gATgNh7,एन,,,,Kumharsain,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2HoncfgJwpTF8gATgNh7_1653121222658.wav?alt=media,2HoncfgJwpTF8gATgNh7_Excessive_a_lot.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"Excessive, a lot",बहुत ज़्यादा,Quantifiers,,adj,adjective,,,,,,,
2I9Z6tFNuwWwwhF1CdpZ,बाकटू,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2F2I9Z6tFNuwWwwhF1CdpZ_1624194629957.wav?alt=media,2I9Z6tFNuwWwwhF1CdpZ_Baby_goat.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Baby goat,बकरे का बच्चा,Animals,,na,animate noun,,,,,,,
2MCQTnN83PrWXBiMXf9B,चौठणो,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2MCQTnN83PrWXBiMXf9B_1653125037768.wav?alt=media,2MCQTnN83PrWXBiMXf9B_To_lack_in_quantity.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,To lack in quantity,मात्रा में कमी होना,,,,,,,,,,,
2Mh6ZxKkPvuyhWk66GOM,घुग,,,,"Shimla Saraji, Shadochi",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2Mh6ZxKkPvuyhWk66GOM_1653124549666.wav?alt=media,2Mh6ZxKkPvuyhWk66GOM_Bark.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Bark,भोंक,Language and Communication,,v,verb,,,,,,,
2RQ27Pnk8p4k3b6n27kS,शोरू,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2RQ27Pnk8p4k3b6n27kS_1653312345093.wav?alt=media,2RQ27Pnk8p4k3b6n27kS_Hail.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Hail,ओला,"Sky, weather and climate",,n,noun,जे शोरू आजे तो सारी फॉसल बर्बाद ओ।,If hail comes all the crop will be damaged.,,,,,
2a7qth3fWghicLUzTX56,घणीतो,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2a7qth3fWghicLUzTX56_1653124388672.wav?alt=media,2a7qth3fWghicLUzTX56_The_person_who_gets_possessed_by_the_deity.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,The person who gets possessed by the deity,वह व्यक्ति जो देवता के वश में हो जाता है,"Humans, Social Relations and Organization",Spirituality and Religion,n,noun,,,,,,,
2cUEsvL2vRr1ukBHDcla,रातो,,,,Sharachali,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2cUEsvL2vRr1ukBHDcla_1653311529311.wav?alt=media,2cUEsvL2vRr1ukBHDcla_Red.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Red,लाल,Colors,,adj,adjective,,,,,,,
2dZCMMaCI3kxbQOOApPp,जांगल,,,,Bishshau,,,,,,,,,,posterior portion of a farm,खेत का पिछला भाग,Agriculture,,,,,,,,,,
2g1kIKFY2dc8rFGK86da,बाए,,,,"Shadochi, Rohruri (Spail)",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2g1kIKFY2dc8rFGK86da_1653297343818.wav?alt=media,2g1kIKFY2dc8rFGK86da_Stepwell.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Stepwell,बावड़ी,Household,"Water, bodies of water and the water cycle",n,noun,,,,,,,
2oIwqDjkVicg3g2OJcbv,हौरच,,,,Rohruri (Spail),,,,,,,,,,lost,लुप्त,Location and Directions,States and Characteristics,adj,adjective,मेरो मैमणो गो हौरचे,My kid(goat) got lost.,,,,,
2ssxe9cPcX4XIFJRWz42,कारला,,,,Barari,,,,,,,,,,Stinging nettle,बिच्छू बुटी,"Plants, trees and other vegetation",,n,noun,आं पीटा आंमे कारले कोरै,My mom beat me with stinging nettle,मेरी माँ ने मुझे चुभने वाले बिछुआ से पीटा,,,,
2thJcy8U9c8F6xWF5QdE,आटा,ɑːʈɑː,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2thJcy8U9c8F6xWF5QdE_1653120644657.wav?alt=media,2thJcy8U9c8F6xWF5QdE_flour.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,flour,आटा,"Plants, trees and other vegetation","Food, cooking and foodways",n,noun,रोटी बोणो आटे री।,Roti is made of flour.,रोटी बनती है आटे से।,,,,
2uPhdkc5IW6QS0erjr3T,सोचो,,,,"Bushahri, Shadochi, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F2uPhdkc5IW6QS0erjr3T_1653312641443.wav?alt=media,2uPhdkc5IW6QS0erjr3T_Truth.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Truth,सच,,,n,noun,,,,,,,
30YEifDCuNUOxo0Lp9T8,खोशटे,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F30YEifDCuNUOxo0Lp9T8_1653123328183.wav?alt=media,30YEifDCuNUOxo0Lp9T8_Khasha_woman.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Khasha woman,खश स्त्री,"Humans, Social Relations and Organization",Names of people and clans,n,noun,,,,,,,
31eKI55sTxtv4Tg0dp37,नियूँदा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F31eKI55sTxtv4Tg0dp37_1653296473889.wav?alt=media,31eKI55sTxtv4Tg0dp37_Invitation.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Invitation,न्यौता,Language and Communication,Social activities and interactions,n,noun,,,,,,,
34DTrfkNjJ4hlMrh7k5g,मेरेया,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F34DTrfkNjJ4hlMrh7k5g_1653311425352.wav?alt=media,34DTrfkNjJ4hlMrh7k5g_My_dear.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,My dear,मेरे प्रिय,,,adj,adjective,,,,,,,
3Bb9kRfq3awlcil0LoD3,प्राण,,,,"Bishshau, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3Bb9kRfq3awlcil0LoD3_1653296995085.wav?alt=media,3Bb9kRfq3awlcil0LoD3_Identify.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Identify,पहचानो,Mental actions,,v,verb,,,,,,,
3Ell6zp6II8h9ZXhVtw7,माथी,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3Ell6zp6II8h9ZXhVtw7_1653310971294.wav?alt=media,3Ell6zp6II8h9ZXhVtw7_Above.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Above,ऊपर,Location and Directions,,prep,preposition,,,,,,,
3GzMvUSomogaeHDrpXbL,हिय,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3GzMvUSomogaeHDrpXbL_1653312969917.wav?alt=media,3GzMvUSomogaeHDrpXbL_Heart_.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Heart ,दिल,Body parts,,n,noun,कुंखडे रा शुरुआ हिये री दवाई।,Meat soup of  chicken is heart's medicine.,,,,,
3H9KxB85m2DTi8hTxh1S,ढेलकी,,,,"Shimla Saraji, Sharachali",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3H9KxB85m2DTi8hTxh1S_1653131460758.wav?alt=media,3H9KxB85m2DTi8hTxh1S_Lump.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Lump,ढ़ेला,,,n,noun,,,,,,,
3IlgYYijMXMA7oFXpG4V,आं,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3IlgYYijMXMA7oFXpG4V_1653113542610.wav?alt=media,3IlgYYijMXMA7oFXpG4V_I.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,I,में,Grammar,,pro,pronoun,आं डे लागा ऐबे।,I am going now.,मैं जा रहा हूं अब।,,,,
3Nyf3gk4QyH8ShkWzlw4,मांडे,,,,"Bushahri, Shadochi",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3Nyf3gk4QyH8ShkWzlw4_1653310773985.wav?alt=media,3Nyf3gk4QyH8ShkWzlw4_When_a_person_doesnt_want_to_do_something_but_unwillingly_has_to_do.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,When a person doesn't want to do something but unwillingly has to do,जब कोई व्यक्ति कुछ करना नहीं चाहता लेकिन अनिच्छा से करना पड़ता है,Emotions,,,,,,,,,,
3OqOWPOkPQqB8INkL1md,फेटी,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3OqOWPOkPQqB8INkL1md_1653297174618.wav?alt=media,3OqOWPOkPQqB8INkL1md_Hastily.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Hastily,जल्दी,States and Characteristics,,v,verb,"फेटी हांड, पाछे कुकुर पोड गो हामो रे।","Walk quickly, a dog is chasing us.",,,,,
3QfIN83c53Eg4wusKACH,टेढ़ी,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3QfIN83c53Eg4wusKACH_1653130961119.wav?alt=media,3QfIN83c53Eg4wusKACH_Yelling_to_call_someone_far_away.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Yelling to call someone far away,किसी दूर बैठे व्यक्ति को बुलाने के लिए चिल्लाना,Language and Communication,,v,verb,,,,,,,
3RULqRJlFvkvDBiSmPhR,कोंल,,,,"Shimla Saraji, Shadochi",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2F3RULqRJlFvkvDBiSmPhR_1653122399962.wav?alt=media,3RULqRJlFvkvDBiSmPhR_Lotus.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Lotus,कमल,"Plants, trees and other vegetation",,n,noun,,,,,,,
